Date,Open,High,Low,Close,Adj Close,Volume
2021-09-28,79.860001,79.879997,78.339996,79.559998,72.183159,1016991
2021-09-29,79.260002,80.139999,78.540001,80.000000,72.582359,856521
2021-09-30,80.000000,82.339996,79.839996,82.019997,74.415070,2648573
2021-10-01,81.260002,82.139999,80.599998,81.320000,73.779976,820804
2021-10-04,81.000000,82.599998,80.900002,81.919998,74.324341,1027051
2021-10-05,82.000000,82.000000,80.339996,81.959999,74.360634,871241
2021-10-06,81.620003,81.919998,80.099998,81.559998,73.997719,1288414
2021-10-07,81.580002,81.599998,80.139999,80.720001,73.235603,837873
2021-10-08,80.980003,84.400002,80.879997,84.220001,76.411087,2084343
2021-10-11,84.720001,87.559998,83.540001,87.440002,79.332527,1763705
2021-10-12,87.199997,88.160004,86.500000,88.040001,79.876900,1506668
2021-10-13,88.040001,89.459999,85.180000,87.000000,78.933319,1313738
2021-10-14,87.900002,89.900002,87.000000,89.300003,81.020073,1425283
2021-10-15,89.599998,91.199997,89.500000,90.599998,82.199532,1197608
2021-10-18,90.500000,90.900002,88.860001,89.440002,81.147087,846376
2021-10-19,89.160004,90.860001,87.839996,88.540001,80.330536,1162954
2021-10-20,88.540001,90.099998,88.419998,90.040001,81.691452,774430
2021-10-21,89.699997,89.699997,87.139999,87.599998,79.477684,1237984
2021-10-22,87.099998,87.680000,85.860001,86.440002,78.425247,906851
2021-10-25,86.559998,89.540001,86.559998,89.540001,81.237808,853149
2021-10-26,89.599998,90.580002,88.940002,89.500000,81.201523,738273
2021-10-27,89.500000,89.500000,87.440002,89.099998,80.838608,824887
2021-10-28,90.199997,90.559998,87.260002,87.459999,79.350670,1303089
2021-10-29,87.459999,88.620003,85.400002,86.059998,78.080482,1250560
2021-11-01,null,null,null,null,null,null
2021-11-02,86.059998,88.959999,85.860001,87.540001,79.423248,1632599
2021-11-03,87.480003,88.400002,86.099998,87.000000,78.933319,894188
2021-11-04,87.480003,89.300003,87.300003,89.000000,80.747879,1078374
2021-11-05,88.900002,89.199997,87.660004,88.459999,80.257950,443900
2021-11-08,89.000000,89.800003,87.279999,87.699997,79.568413,613146
2021-11-09,87.519997,88.360001,86.360001,88.040001,79.876900,1023625
2021-11-10,87.879997,89.300003,87.580002,87.860001,79.713585,905197
2021-11-11,null,null,null,null,null,null
2021-11-12,87.599998,88.239998,85.580002,85.779999,77.826439,1317591
2021-11-15,85.559998,86.580002,79.379997,82.839996,75.159035,1881072
2021-11-16,82.320000,83.959999,81.500000,83.459999,75.721550,1604922
2021-11-17,83.699997,83.779999,80.800003,81.000000,73.489647,1019856
2021-11-18,80.500000,80.500000,78.000000,78.599998,71.312172,1280213
2021-11-19,79.000000,80.500000,76.300003,77.220001,70.060135,1175933
2021-11-22,77.199997,80.260002,76.800003,79.180000,71.838402,1072173
2021-11-23,79.360001,80.080002,78.440002,79.300003,71.947273,1385521
2021-11-24,79.959999,81.800003,78.959999,80.000000,72.582359,769487
2021-11-25,80.019997,80.500000,78.220001,78.620003,71.330322,646640
2021-11-26,76.980003,76.980003,73.339996,73.639999,66.812065,1351160
2021-11-29,73.580002,74.760002,71.300003,71.620003,64.979370,1340292
2021-11-30,70.779999,72.559998,69.199997,71.879997,65.215248,2976124
2021-12-01,73.040001,74.940002,72.699997,74.800003,67.864517,1098149
